First Name,Last Name,Mailing Address,Mailing City,Mailing State,Mailing Zip,Property Address,Property City,Property State,Property Zip,Lead Type,Document Type,Date Filed,Document Number,Amount/Debt Owed,Seller Score,Motivated Seller Flags,Source,Public Records URL
URBAN,EDGE BUILDERS LLC,4202 F ST,HOUSTON,TX,77072-5366,4202 F ST,HOUSTON,TX,77072,Lis Pendens,L/P,2026-05-29,RP-2026-210248,,90,Lis pendens; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVWGrWvi+sjFtoLlOKI+AQRcztiL9aGrJ7/3O5N1M3C1XEyOryTHzFVgHPe0gJ2W0/AT1mUO+qwhclgwiwBU/6sQxbuAKIa5d3tGSIxvsCFe7luctlXQwfy7dMcEYHZUOkg==
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2846,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2847,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2849,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2850,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2884,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2853,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2854,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2855,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2856,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2857,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2858,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2859,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2860,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2861,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2862,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2863,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2864,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2865,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2866,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2867,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2885,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2886,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2887,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2888,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2889,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2890,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2891,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2892,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2894,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2895,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2896,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2897,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2898,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2899,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2900,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2901,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2902,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2903,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2904,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2905,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2906,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2907,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2908,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2912,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2915,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2916,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2917,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2918,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2919,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2920,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2921,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2922,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2923,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2924,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2925,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2926,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2927,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2928,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2929,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2930,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2931,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2937,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2938,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2939,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2940,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2941,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2942,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2943,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2944,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2945,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2946,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2947,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2948,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2949,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2950,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2951,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2952,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2953,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2954,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2965,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2966,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2967,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2970,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2971,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2973,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2976,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2977,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2978,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2979,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2980,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2983,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2985,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2996,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2997,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2998,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-2999,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-3011,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-3012,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
,,,,TX,,,,TX,,Foreclosure Sale,FRCL,2026-06-02,FRCL-2026-3013,,85,Foreclosure auction scheduled; Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/FRCL_R.aspx
